S NO.	COMPANY NAME	COMPANY CATEGORY
504	NATIONAL HANDICAP.FINC. & DEVL CORP	CAT G
505	NATIONAL HANDLOOM DEVP. CORPN. LIMITED.	CAT G
506	NATIONAL HIGHWAYS AUTHORITY OF INDIA	CAT G
507	NATIONAL HOUSING BANK	CAT G
508	NATIONAL HUMAN RIGHT COMMISSION	CAT G
509	NATIONAL INFORMATIC CENT	CAT G
510	NATIONAL INFORMATICS CENTER	CAT G
511	NATIONAL INSTITUTE OF COMMUNICABLE	CAT G
512	NATIONAL INSTITUTE OF CONSTRUCTION	CAT G
513	NATIONAL INSTITUTE OF EDUCTIONAL PL	CAT G
514	NATIONAL INSTITUTE OF FASHION TECHN	CAT G
515	NATIONAL INSTITUTE OF HEALTH & FAMI	CAT G
516	NATIONAL INSTITUTE OF IMMUNOLOGY	CAT G
517	NATIONAL INSTITUTE OF INDUSTRIAL RE	CAT G
518	NATIONAL INSTITUTE OF INFORMATION T	CAT G
519	NATIONAL INSTITUTE OF OCEANOGRAPHY	CAT G
520	NATIONAL INSTITUTE OF OPEN SCHOOLING(NIOS)	CAT G
521	NATIONAL INSTITUTE OF PUBLIC COOPERATION	CAT G
522	NATIONAL INSTITUTE OF PUBLIC FINANC	CAT G
523	NATIONAL INSTITUTE OF SCIENCE COMMU	CAT G
524	NATIONAL INSTITUTE OF SOCIAL DEFENC	CAT G
525	NATIONAL INSTITUTE OF URBAN AFFAIRS (NIUA)	CAT G
526	NATIONAL INSTITUTE OF VIROLOGY	CAT G
527	NATIONAL INSURANCE  CO LIMITED,	CAT G
528	NATIONAL METALLURGICAL	CAT G
529	NATIONAL MINERAL DEVP. CORPN. LIMITED.	CAT G
530	NATIONAL PHYSICAL LAB	CAT G
531	NATIONAL PLASTIC INDS. LIMITED.	CAT G
532	NATIONAL PRODUCTIVITY COUNCIL	CAT G
533	NATIONAL PROJECTS CONSTRUCTION CORPORATION LIMITED	CAT G
534	NATIONAL REMOTE SENSING AGENCY	CAT G
535	NATIONAL RESEARCH DEVELOPMENT	CAT G
536	NATIONAL SAMPLE SURVEY ORGANISATION	CAT G
537	NATIONAL SAVINGS ORGANISATION	CAT G
