S NO.	COMPANY NAME	COMPANY CATEGORY
464	SHREE CEMENT LIMITED	SCATA
465	SHREYANS INDUSTRIES LIMITED	CATGB
466	SHREYAS SHIPPING AND LOGISTICS LIMITED	CATGB
467	SHRIRAM PISTONS AND RINGS LIMITED	CATGB
468	SHRIRAM FINANCE LIMITED	CATGB
469	SHV ENERGY INDIA PRIVATE LIMITED	CATGA
470	SHYAM TELECOM LIMITED	CATGB
471	SICOM LIMITED	CATGB
472	SIEL INDUSTRIAL ESTATE LIMITED	CATGB
473	SIEMENS TECHNOLOGY AND SERVICES PRIVATE LIMITED	SCATA
474	SIEMENS LIMITED	CATGA
475	CONTINENTAL AUTOMOTIVE COMPONENTS (INDIA) PRIVATE LIMITED	CATGA
476	SINGAPORE AIRLINES LTD	CATGC
477	SINGER INDIA LIMITED	CATGB
478	SONA KOYO STEERING SYSTEMS LIMITED	CATGB
479	SONATA SOFTWARE LIMITED	CATGA
480	THE STANDARD BATTERIES LIMITED	CATGB
481	STANDARD CHARTERED BANK LIMITED	SCATA
482	STAR INDIA PRIVATE LIMITED	CATGB
483	STEEL TUBES OF INDIA LTD	CATGB
484	STOLLBERG INDIA PRIVATE LIMITED	CATGB
