S NO.	COMPANY NAME	COMPANY CATEGORY
338	SIFY TECHNOLOGIES LIMITED	ELITE
339	SJVN LIMITED	ELITE
340	SKF INDIA LIMITED	ELITE
341	SOFTDEAL TRADING COMPANY PRIVATE LIMITED	ELITE
342	SOMANY CERAMICS LIMITED	ELITE
343	SONKE PHARMACEUTICALS (PROPRIETARY) LIMITED.	ELITE
344	SOUTH EASTERN COALFIELDS LIMITED	ELITE
345	SOUTH INDIAN BANK LIMITED	ELITE
346	Southern Naval Comman	ELITE
347	SRF LIMITED	ELITE
348	STANDARD CHARTERED BANK	ELITE
349	STATE BANK OF BIKANER & JAIPUR	ELITE
350	STATE BANK OF INDIA	ELITE
351	STATE BANK OF MYSORE	ELITE
352	STATE BANK OF TRAVANCORE	ELITE
353	STEEL AUTHORITY OF INDIA LIMITED	ELITE
354	STERLITE TECHNOLOGIES LIMITED	ELITE
355	SUBROS LIMITED	ELITE
356	SUN PHARMA HOLDINGS (PREVIOUSLY KNOWN AS NOGAD HOLDINGS)	ELITE
357	SUN PHARMA LABORATORIES LIMITED	ELITE
358	SUN PHARMACEUTICAL INDUSTRIES LIMITED	ELITE
359	SUN TV NETWORK LIMITED	ELITE
360	SUNDARAM FINANCE LIMITED	ELITE
361	SUNDRAM FASTENERS LIMITED	ELITE
362	SYMANTEC SOFTWARE INDIA PRIVATE LIMITED	ELITE
363	SYNDICATE BANK	ELITE
364	T V SUNDRAM IYENGAR AND SONS PRIVATE LIMITED	ELITE
365	TAJ AIR	ELITE
366	TAL MANUFACTURING SOLUTIONS	ELITE
367	TARO PHARMACEUTICAL INDUSTRIES LIMITED	ELITE
368	TAS-AGT SYSTEMS	ELITE
369	TATA ADVANCED MATERIALS LIMITED	ELITE
370	TATA AFRICA HOLDINGS	ELITE
371	TATA AG	ELITE
372	TATA ASSET MANAGEMENT	ELITE
373	TATA AUTOCOMP SYSTEMS LIMITED	ELITE
374	TATA BLUESCOPE STEEL	ELITE
375	TATA BUSINESS EXCELLENCE GROUP	ELITE
376	TATA CHEMICALS LIMITED	ELITE
377	TATA CLASSEDGE	ELITE
378	TATA COMMUNICATIONS	ELITE
379	TATA COMMUNICATIONS LIMITED (FORMERLY VIDESH SANCHAR NIGAM LIMITED)	ELITE
380	TATA CONSULTANCY SERVICES LIMITED	ELITE
381	TATA CONSULTING ENGINEERS	ELITE
382	TATA Consumer Products limited (formerly TATA GLOBAL BEVERAGES LIMITED)	ELITE
383	TATA CUMMINS PRIVATE LIMITED	ELITE
384	TATA DAEWOO COMMERCIAL VEHICLE COMPANY	ELITE
385	TATA ELXSI	ELITE
386	TATA HITACHI CONSTRUCTION MACHINERY COMPANY LIMITED	ELITE
387	TATA HOUSING DEVELOPMENT COMPANY	ELITE
388	TATA INDUSTRIAL SERVICES	ELITE
389	TATA INTERNATIONAL	ELITE
390	TATA INTERNATIONAL AG	ELITE
391	TATA INVESTMENT CORPORATION	ELITE
392	TATA LIMITED	ELITE
393	TATA METALIKS	ELITE
394	TATA MOTORS EUROPEAN TECHNICAL CENTRE	ELITE
395	TATA MOTORS LIMITED	ELITE
396	TATA NYK	ELITE
397	TATA PETRODYNE	ELITE
398	TATA PIGMENTS	ELITE
399	TATA POWER SOLAR SYSTEMS LIMITED	ELITE
400	TATA POWER TRADING COMPANY LIMITED	ELITE
401	TATA PROJECTS	ELITE
402	TATA REALTY AND INFRASTRUCTURE	ELITE
403	TATA SERVICES	ELITE
404	TATA SKY LIMITED	ELITE
405	TATA SONS	ELITE
406	TATA SPONGE IRON	ELITE
407	TATA STEEL BSL LTD	ELITE
408	TATA STEEL INTERNATIONAL INDIA LIMITED	ELITE
409	TATA STEEL LIMITED(FORMERLY TATA IRON & STEEL CO LIMITED)	ELITE
410	TATA STEEL PROCESSING & DISTRIBUTION LIMITED	ELITE
411	TATA STRATEGIC MANAGEMENT GROUP	ELITE
412	TATA TECHNOLOGIES LIMITED	ELITE
413	TECH MAHINDRA BUSINESS SERVICES LIMITED	ELITE
414	TECH MAHINDRA LIMITED	ELITE
